label,text
legitimate,"Safaricom: You have received KES 5,000 from John Doe. New M-PESA balance is KES 15,200."
phishing,Your KPLC prepaid meter will be disconnected today. Pay outstanding balance here: http://kplc-payment.net
phishing,Your KPLC prepaid meter will be disconnected today. Pay outstanding balance here: http://kplc-payment.net urgent
legitimate,"Hi, I have sent the 2k via M-Pesa. Let me know if you receive it."
phishing,"KRA Alert: You have a pending tax penalty of KES 5,000. Pay immediately via this link to avoid prosecution: http://kra-penalties.org"
phishing,"KRA Alert: You urgent have a pending tax penalty of KES 5,000. Pay immediately via this link to avoid prosecution: http://kra-penalties.org"
legitimate,Hello! Let's meet at Java House Kimathi Street at 4 PM for the interview.
phishing,urgent Action Required: Verify your email address to avoid service interruption.
phishing,You have a pending tax refund. Click here to fill out the form and claim your money.
phishing,You have a pending tax refund. Click here to fill out the form and claim your money.
phishing,"Dear Parent, this is your child's teacher. Please send 2000 bob for an urgent school trip to this number: 0712345678"
phishing,"Dear Parent, this is your child's teacher. Please send 2000 bob for an urgent school trip to this number: 0712345678"
phishing,"Hustler Fund Alert: Your loan of KES 10,000 has been approved. Pay a registration fee of KES 200 to this till number to receive it."
legitimate,Are you available for a quick sync later today?
phishing,URGENT: Your M-Pesa account has been suspended. Click here to verify your identity http://mpesa-verify.duckdns.org/verify?id=8538
phishing,Helb Loan disbursement delayed! Kindly click http://helb-portal-login.com to update your bank details immediately.
phishing,"Dear customer, your package could not be delivered. Pay the shipping fee here."
phishing,Exclusive offer! Buy cheap medications urgent online without prescription.
legitimate,Safaricom: Your data bundle is below 10MB. Dial *544# to buy another bundle.
phishing,Security Alert: We detected unusual login activity on your account. Reset your password immediately.
legitimate,Just checking in to see how the project is going. Let me know if you need help.
legitimate,"Safaricom: You have received KES 5,000 from John Doe. New M-PESA balance is KES 15,200."
phishing,"Hustler Fund Alert: Your loan of KES 10,000 has been approved. Pay a registration fee of KES 200 to this till number to receive it."
legitimate,"Safaricom: You have received KES 5,000 from John Doe. New M-PESA balance is KES 15,200."
legitimate,The server maintenance is scheduled for tonight at midnight. Expect brief downtime.
phishing,Security Alert: We detected unusual login activity on your account. Reset your password immediately.
phishing,"Dear Customer, your Equity Bank account will be blocked today due to lack of KYC update. Click here to update: http://equity-update.com"
phishing,Your PayPal account is restricted. Please update your billing information within 24 hours.
phishing,"Dear Parent, this is your child's teacher. Please send 2000 bob for an urgent school trip to this number: 0712345678"
legitimate,Attached is the report you requested for Q3. Let me know if you need any changes.
legitimate,Thank you for your recent purchase. Your receipt is attached.
phishing,Your Netflix subscription has expired. Update your payment details to continue watching.
legitimate,Happy Birthday! Hope you have a wonderful day celebrating.
phishing,"Dear customer, your package could not be delivered. Pay the shipping fee here."
legitimate,Can you please review this code PR when you have a moment?
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
legitimate,"Hi, I have sent the 2k via M-Pesa. Let me know if you receive it."
phishing,You have a pending tax refund. Click here to fill out the form and claim your money.
legitimate,I'll be out of the office next week on vacation. Please contact Sarah for urgent issues.
legitimate,Safaricom: Your data bundle is below 10MB. Dial *544# to buy another bundle.
phishing,"Dear customer, your package could not be delivered. Pay the shipping fee here."
legitimate,"Equity Bank: Your salary of KES 45,000 has been deposited to account ending in 4521."
phishing,Exclusive offer! Buy cheap medications online without prescription.
phishing,Alert: Someone tried to access your bank account from a new device. Secure it now.
legitimate,KRA: Your tax returns for the year have been filed successfully.
legitimate,"Hi team, just a reminder about our meeting at 2 PM today. See you there."
legitimate,Hello! Let's meet at Java House Kimathi Street at 4 PM for the interview.
phishing,Urgent: Your account has been suspended. Click here to verify your identity.
legitimate,Just checking in to see how the project is going. Let me know if you need help.
phishing,"Safaricom: Congratulations! You have won KES 50,000 in the Shinda Mawe promotion. Call 0722000000 to claim."
legitimate,KRA: Your tax returns for the year have been filed successfully.
phishing,"Dear Customer, your Equity Bank account will be blocked today due to lack of KYC update. Click here to update: http://equity-update.com"
phishing,Helb Loan disbursement delayed! Kindly click http://helb-portal-login.com to update your bank details immediately.
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
legitimate,KRA: Your tax returns for the year have been filed successfully.
legitimate,Happy Birthday! Hope you have a wonderful day celebrating.
phishing,Your Apple ID has been locked for security reasons. Verify your account at the link below.
legitimate,Attached is the report you requested for Q3. Let me know if you need any changes.
legitimate,KRA: Your tax returns for the year have been filed successfully.
legitimate,Reminder: The tech meetup at iHub starts at 9:00 AM on Saturday.
phishing,Please review the attached secure document from HR regarding your salary update.
phishing,Congratulations! You are our urgent lucky winner today. Click here to claim your reward.
phishing,"Warning! M-Shwari loan limit decreased. Click here to increase your limit back to KES 30,000."
legitimate,Thanks for reaching out! I'll get back to you as soon as possible.
phishing,URGENT: Your M-Pesa account urgent has been suspended. Click here to verify your identity http://mpesa-verify.duckdns.org/verify?id=7411
legitimate,Can you please review this code PR when you have a moment?
phishing,Your KPLC prepaid meter will be disconnected today. Pay outstanding balance here: http://kplc-payment.net
legitimate,Hello! Let's meet at Java House Kimathi Street at 4 PM for the interview.
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
legitimate,I'll be out of the office next week on vacation. Please contact Sarah for urgent issues.
legitimate,"Hey, are we still on for lunch tomorrow? Let me know what time works for you."
phishing,Fuliza Limit Warning: Your Fuliza limit will be reduced to 0. Reply with your PIN to prevent this.
legitimate,"Hi, I have sent the 2k via M-Pesa. Let me know if you receive it."
legitimate,Your Amazon order #3918 has shipped and will arrive by tomorrow.
phishing,You have won a $1000 Walmart gift card! Claim your prize now at this link.
phishing,Final Notice: Your invoice #8399 is overdue. Download the attached PDF to view details.
phishing,"Dear Customer, your Equity Bank account will be blocked today due to lack of KYC update. Click here to update: http://equity-update.com"
phishing,Fuliza urgent Limit Warning: Your Fuliza limit will be reduced to 0. Reply with your PIN to prevent this.
legitimate,"Safaricom: You have received KES 5,000 from John Doe. New M-PESA balance is KES 15,200."
phishing,"Hustler Fund Alert: Your loan of KES 10,000 has been approved. Pay a registration fee of KES 200 to this till number to receive it."
legitimate,KRA: Your tax returns for the year have been filed successfully.
phishing,Final Notice: Your invoice #7101 is overdue. Download the attached PDF to view details.
legitimate,Attached is the report you requested for Q3. Let me know if you need any changes.
phishing,Urgent: Your account has been suspended. Click here to verify your identity.
legitimate,Safaricom: Your data bundle is below 10MB. Dial *544# to buy another bundle.
